0.0949	1
0.0463	2
0.0409	3
0.0394	4
0.0405	5
0.0416	6
0.0417	7
0.0418	8
0.0422	9
0.0451	10
0.0458	11
0.0453	12
0.0449	13
0.0466	14
0.048	15
0.0469	16
0.047	17
0.0482	18
0.0487	19
0.0492	20
0.0508	21
0.0525	22
0.0498	23
0.0525	24
0.0532	25
0.0518	26
0.0558	27
0.0524	28
0.0576	29
0.0542	30
0.0536	31
0.0543	32
0.0568	33
0.0545	34
0.0562	35
0.0573	36
0.0565	37
0.0562	38
0.0584	39
0.0591	40
0.0568	41
0.0599	42
0.0602	43
0.059	44
0.0623	45
0.0616	46
0.0597	47
0.0575	48
0.0584	49
0.0556	50
0.0561	51
0.0582	52
0.06	53
0.0637	54
0.0636	55
0.0637	56
0.0626	57
0.0617	58
0.0627	59
0.0584	60
0.0567	61
0.0578	62
0.0578	63
0.0547	64
0.0562	65
0.0551	66
0.0575	67
0.0586	68
0.0589	69
0.059	70
0.0568	71
0.056	72
0.0564	73
0.0607	74
0.0572	75
0.0596	76
0.058	77
0.0569	78
0.0549	79
0.0561	80
0.0543	81
0.0575	82
0.0565	83
0.0556	84
0.0548	85
0.0579	86
0.0538	87
0.0523	88
0.0496	89
0.0488	90
0.0486	91
0.0454	92
0.0478	93
0.0479	94
0.0481	95
0.0483	96
0.0487	97
0.0515	98
0.053	99
0.0533	100
0.0564	101
0.0535	102
0.0546	103
0.0541	104
0.0561	105
0.0562	106
0.0552	107
0.0513	108
0.0531	109
0.0515	110
0.0516	111
0.052	112
0.0516	113
0.0539	114
0.0529	115
0.055	116
0.0551	117
0.0557	118
0.0558	119
0.0565	120
0.054	121
0.0556	122
0.0559	123
0.0578	124
0.0556	125
0.0568	126
0.0566	127
0.0589	128
0.0554	129
0.0595	130
0.0569	131
0.0591	132
0.0582	133
0.0606	134
0.0592	135
0.0586	136
0.0582	137
0.0614	138
0.0616	139
0.0624	140
0.0618	141
0.0663	142
0.0643	143
0.0695	144
0.0658	145
0.0669	146
0.0679	147
0.069	148
0.0686	149
0.0673	150
0.0669	151
0.0652	152
0.0645	153
0.0662	154
0.062	155
0.0613	156
0.0611	157
0.0612	158
0.0604	159
0.0604	160
0.0608	161
0.0591	162
0.0573	163
0.0549	164
0.0541	165
0.0559	166
0.0518	167
0.0558	168
0.0525	169
0.0522	170
0.052	171
0.0524	172
0.0524	173
0.0527	174
0.0535	175
0.0527	176
0.0539	177
0.0531	178
0.0535	179
0.0559	180
0.0545	181
0.0556	182
0.0592	183
0.055	184
0.0537	185
0.0543	186
0.0559	187
0.0537	188
0.0557	189
0.056	190
0.0562	191
0.0562	192
0.0556	193
0.0527	194
0.0557	195
0.0562	196
0.054	197
0.0539	198
0.0525	199
0.0562	200
0.0525	201
0.0564	202
0.0546	203
0.054	204
0.0508	205
0.0513	206
0.0514	207
0.0486	208
0.0488	209
0.0507	210
0.0512	211
0.05	212
0.0486	213
0.0482	214
0.0474	215
0.0466	216
0.0483	217
0.0452	218
0.0424	219
0.0431	220
0.0418	221
0.0386	222
0.0415	223
0.0391	224
0.0382	225
0.0386	226
0.0367	227
0.0379	228
0.0374	229
0.0375	230
0.0386	231
0.0396	232
0.0388	233
0.0363	234
0.0367	235
0.0363	236
0.0382	237
0.0382	238
0.0411	239
0.041	240
0.042	241
0.0385	242
0.0382	243
0.0377	244
0.0357	245
0.0372	246
0.0372	247
0.0372	248
0.036	249
0.0369	250
0.0372	251
0.0388	252
0.0384	253
0.0395	254
0.0405	255
0.0409	256
0.0428	257
0.0395	258
0.0416	259
0.0378	260
0.0397	261
0.0382	262
0.0397	263
0.0387	264
0.0387	265
0.0379	266
0.0378	267
0.0406	268
0.0381	269
0.0365	270
0.0357	271
0.0376	272
0.0372	273
0.0352	274
0.0346	275
0.0369	276
0.0374	277
0.0357	278
0.035	279
0.0346	280
0.0371	281
0.038	282
0.0395	283
0.0397	284
0.0417	285
0.0395	286
0.0434	287
0.0406	288
0.0429	289
0.0401	290
0.0404	291
0.0414	292
0.0417	293
0.0432	294
0.0422	295
0.0414	296
0.041	297
0.0433	298
0.039	299
0.0412	300
0.0397	301
0.0398	302
0.0386	303
0.0377	304
0.0372	305
0.0376	306
0.036	307
0.0371	308
0.0349	309
0.0355	310
0.0353	311
0.0347	312
0.0346	313
0.0365	314
0.0363	315
0.0367	316
0.0374	317
0.0364	318
0.0377	319
0.0354	320
0.036	321
0.0359	322
0.0359	323
0.037	324
0.0361	325
0.0378	326
0.0359	327
0.0363	328
0.0339	329
0.0361	330
0.0337	331
0.037	332
0.0354	333
0.0351	334
0.0353	335
0.037	336
0.0364	337
0.037	338
0.0368	339
0.036	340
0.0343	341
0.0345	342
0.0341	343
0.0333	344
0.0331	345
0.0335	346
0.0321	347
0.0318	348
0.0324	349
0.0342	350
0.0325	351
0.0333	352
0.0346	353
0.0349	354
0.034	355
0.0356	356
0.0367	357
0.0381	358
0.0359	359
0.0379	360
0.0355	361
0.0364	362
0.0379	363
0.0381	364
0.0378	365
0.0372	366
0.0371	367
0.0369	368
0.0372	369
0.0371	370
0.0352	371
0.0352	372
0.0381	373
0.0379	374
0.0361	375
0.0364	376
0.0334	377
0.0347	378
0.0347	379
0.0344	380
0.0363	381
0.0355	382
0.0365	383
0.0377	384
0.0383	385
0.038	386
0.0376	387
0.0378	388
0.0388	389
0.0365	390
0.039	391
0.037	392
0.0381	393
0.0361	394
0.0345	395
0.0358	396
0.0345	397
0.0351	398
0.0354	399
0.0345	400
0.0356	401
0.0371	402
0.0358	403
0.0367	404
0.034	405
0.0343	406
0.035	407
0.0358	408
0.0376	409
0.0379	410
0.0396	411
0.0391	412
0.0401	413
0.0395	414
0.0416	415
0.0429	416
0.0402	417
0.0406	418
0.0414	419
0.0431	420
0.0401	421
0.0417	422
0.0447	423
0.043	424
0.0442	425
0.0435	426
0.0421	427
0.0436	428
0.0433	429
0.0439	430
0.0465	431
0.0439	432
0.0456	433
0.0444	434
0.0455	435
0.0447	436
0.0426	437
0.0416	438
0.0399	439
0.0404	440
0.041	441
0.0408	442
0.0416	443
0.0418	444
0.0419	445
0.0408	446
0.0399	447
0.0413	448
0.0386	449
0.0379	450
0.0384	451
0.035	452
0.0353	453
0.0335	454
0.0325	455
0.0338	456
0.0332	457
0.0347	458
0.0356	459
0.0347	460
0.0385	461
0.0364	462
0.0409	463
0.0377	464
0.036	465
0.038	466
0.0375	467
0.0376	468
0.0359	469
0.037	470
0.0364	471
0.0389	472
0.0366	473
0.0363	474
0.0382	475
0.0361	476
0.0367	477
0.0357	478
0.0377	479
0.0363	480
0.0367	481
0.04	482
0.0391	483
0.0402	484
0.0383	485
0.0403	486
0.0396	487
0.0382	488
0.0376	489
0.0394	490
0.0396	491
0.0401	492
0.0395	493
0.0377	494
0.0402	495
0.0392	496
0.038	497
0.0395	498
0.0398	499
0.0433	500
0.0442	501
0.0448	502
0.0429	503
0.0415	504
0.0401	505
0.0424	506
0.0392	507
0.0403	508
0.0404	509
0.0416	510
0.0407	511
0.0413	512
0.0404	513
0.0394	514
0.0389	515
0.0381	516
0.0402	517
0.0386	518
0.0385	519
0.04	520
0.0411	521
0.0417	522
0.0409	523
0.0412	524
0.0413	525
0.0395	526
0.0409	527
0.0389	528
0.041	529
