0.0264	1
0.0365	2
0.0237	3
0.0321	4
0.0282	5
0.0301	6
0.037	7
0.0469	8
0.0329	9
0.03	10
0.0398	11
0.0381	12
0.0451	13
0.0342	14
0.0465	15
0.0329	16
0.0289	17
0.0293	18
0.0437	19
0.0291	20
0.0297	21
0.0377	22
0.0323	23
0.0322	24
0.0276	25
0.0245	26
0.0404	27
0.0328	28
0.03	29
0.0413	30
0.0328	31
0.0287	32
0.0329	33
0.0352	34
0.0352	35
0.0365	36
0.0277	37
0.0334	38
0.035	39
0.0292	40
0.0455	41
0.0312	42
0.0271	43
0.051	44
0.0326	45
0.0511	46
0.0455	47
0.0274	48
0.0401	49
0.0347	50
0.0355	51
0.0439	52
0.0418	53
0.0287	54
0.028	55
0.0391	56
0.0321	57
0.0358	58
0.0392	59
0.0368	60
0.0309	61
0.0418	62
0.0555	63
0.0328	64
0.0308	65
0.0415	66
0.0334	67
0.0253	68
0.036	69
0.0384	70
0.0283	71
0.0297	72
0.0279	73
0.0375	74
0.0343	75
0.0295	76
0.043	77
0.0571	78
0.034	79
0.0233	80
0.0306	81
0.0469	82
0.0332	83
0.0326	84
0.0341	85
0.0322	86
0.0413	87
0.0298	88
0.0328	89
0.034	90
0.032	91
0.0256	92
0.0323	93
0.0391	94
0.0435	95
0.034	96
0.0434	97
0.0264	98
0.0397	99
0.0363	100
